candidate_id,req_id,department,level,source,applied_date,final_stage,outcome,hired,days_in_process
CAN02270,REQ0027,HR,Non-Executive,Walk-in,2022-08-11,CV Screening,Rejected - CV Screen,0,10
CAN02271,REQ0027,HR,Non-Executive,LinkedIn,2022-08-08,CV Screening,Rejected - CV Screen,0,7
CAN02272,REQ0027,HR,Non-Executive,Internal Referral,2022-07-25,CV Screening,Rejected - CV Screen,0,4
CAN02273,REQ0027,HR,Non-Executive,LinkedIn,2022-07-24,Written Test,Rejected - Written Test,0,20
CAN02274,REQ0027,HR,Non-Executive,Walk-in,2022-08-10,CV Screening,Rejected - CV Screen,0,10
CAN02275,REQ0027,HR,Non-Executive,LinkedIn,2022-08-02,CV Screening,Rejected - CV Screen,0,5
CAN02276,REQ0027,HR,Non-Executive,LinkedIn,2022-07-28,CV Screening,Rejected - CV Screen,0,3
CAN02277,REQ0027,HR,Non-Executive,LinkedIn,2022-08-05,Hired,Hired,1,58
CAN02278,REQ0027,HR,Non-Executive,bdjobs.com,2022-07-30,CV Screening,Rejected - CV Screen,0,9
CAN02279,REQ0027,HR,Non-Executive,LinkedIn,2022-07-28,CV Screening,Rejected - CV Screen,0,6
CAN02280,REQ0027,HR,Non-Executive,Walk-in,2022-07-23,CV Screening,Rejected - CV Screen,0,8
CAN02281,REQ0027,HR,Non-Executive,bdjobs.com,2022-07-30,Hired,Hired,1,67
CAN02282,REQ0027,HR,Non-Executive,LinkedIn,2022-08-06,CV Screening,Rejected - CV Screen,0,4
CAN02283,REQ0027,HR,Non-Executive,Internal Referral,2022-08-08,CV Screening,Rejected - CV Screen,0,7
CAN02284,REQ0027,HR,Non-Executive,Internal Referral,2022-07-24,CV Screening,Rejected - CV Screen,0,7
CAN02285,REQ0027,HR,Non-Executive,bdjobs.com,2022-08-04,Reference Check,Rejected - Reference,0,45
CAN02286,REQ0027,HR,Non-Executive,bdjobs.com,2022-08-12,CV Screening,Rejected - CV Screen,0,3
CAN02287,REQ0027,HR,Non-Executive,bdjobs.com,2022-08-09,CV Screening,Rejected - CV Screen,0,10
CAN02288,REQ0027,HR,Non-Executive,bdjobs.com,2022-08-06,Written Test,Rejected - Written Test,0,15
CAN02289,REQ0027,HR,Non-Executive,bdjobs.com,2022-08-12,Reference Check,Rejected - Reference,0,29
CAN02290,REQ0027,HR,Non-Executive,Headhunting Firm,2022-08-03,CV Screening,Rejected - CV Screen,0,8
CAN02291,REQ0027,HR,Non-Executive,Internal Referral,2022-08-07,Interview,Rejected - Interview,0,28
CAN02292,REQ0027,HR,Non-Executive,Internal Referral,2022-07-29,CV Screening,Rejected - CV Screen,0,7
CAN02293,REQ0027,HR,Non-Executive,bdjobs.com,2022-07-25,CV Screening,Rejected - CV Screen,0,3
CAN02294,REQ0027,HR,Non-Executive,Internal Referral,2022-08-10,CV Screening,Rejected - CV Screen,0,4
CAN02295,REQ0027,HR,Non-Executive,Internal Referral,2022-08-01,CV Screening,Rejected - CV Screen,0,9
CAN02296,REQ0027,HR,Non-Executive,LinkedIn,2022-07-25,CV Screening,Rejected - CV Screen,0,5
CAN02297,REQ0027,HR,Non-Executive,bdjobs.com,2022-07-25,Interview,Rejected - Interview,0,36
CAN02298,REQ0027,HR,Non-Executive,Internal Referral,2022-08-09,CV Screening,Rejected - CV Screen,0,5
CAN02299,REQ0027,HR,Non-Executive,Internal Referral,2022-07-24,CV Screening,Rejected - CV Screen,0,10
CAN02300,REQ0027,HR,Non-Executive,LinkedIn,2022-07-23,Written Test,Rejected - Written Test,0,16
CAN02301,REQ0027,HR,Non-Executive,LinkedIn,2022-07-28,CV Screening,Rejected - CV Screen,0,5
CAN02302,REQ0027,HR,Non-Executive,Internal Referral,2022-08-09,CV Screening,Rejected - CV Screen,0,9
CAN02303,REQ0027,HR,Non-Executive,Walk-in,2022-07-29,CV Screening,Rejected - CV Screen,0,6
CAN02304,REQ0027,HR,Non-Executive,Walk-in,2022-08-11,CV Screening,Rejected - CV Screen,0,5
CAN02305,REQ0027,HR,Non-Executive,Internal Referral,2022-07-27,Written Test,Rejected - Written Test,0,13
CAN02306,REQ0027,HR,Non-Executive,LinkedIn,2022-07-24,CV Screening,Rejected - CV Screen,0,10
CAN02307,REQ0027,HR,Non-Executive,bdjobs.com,2022-07-31,Interview,Withdrew,0,33
CAN02308,REQ0027,HR,Non-Executive,bdjobs.com,2022-07-23,Written Test,Rejected - Written Test,0,14
CAN02309,REQ0027,HR,Non-Executive,LinkedIn,2022-08-05,CV Screening,Rejected - CV Screen,0,5
CAN02310,REQ0027,HR,Non-Executive,bdjobs.com,2022-07-31,CV Screening,Rejected - CV Screen,0,4
CAN02311,REQ0027,HR,Non-Executive,bdjobs.com,2022-08-03,Written Test,Rejected - Written Test,0,8
CAN02312,REQ0027,HR,Non-Executive,Headhunting Firm,2022-07-30,CV Screening,Rejected - CV Screen,0,8
CAN02313,REQ0027,HR,Non-Executive,Internal Referral,2022-07-25,CV Screening,Rejected - CV Screen,0,5
CAN02314,REQ0027,HR,Non-Executive,Headhunting Firm,2022-07-24,Interview,Rejected - Interview,0,40
CAN02315,REQ0027,HR,Non-Executive,bdjobs.com,2022-07-29,Written Test,Rejected - Written Test,0,12
CAN02316,REQ0027,HR,Non-Executive,bdjobs.com,2022-08-09,Reference Check,Rejected - Reference,0,26
CAN02317,REQ0027,HR,Non-Executive,Walk-in,2022-08-08,CV Screening,Rejected - CV Screen,0,10
CAN02318,REQ0027,HR,Non-Executive,Internal Referral,2022-07-28,CV Screening,Rejected - CV Screen,0,9
CAN02319,REQ0027,HR,Non-Executive,bdjobs.com,2022-07-29,Written Test,Rejected - Written Test,0,17
CAN02320,REQ0027,HR,Non-Executive,bdjobs.com,2022-08-02,CV Screening,Rejected - CV Screen,0,7
CAN02321,REQ0027,HR,Non-Executive,bdjobs.com,2022-08-12,CV Screening,Rejected - CV Screen,0,9
CAN02322,REQ0027,HR,Non-Executive,LinkedIn,2022-07-23,CV Screening,Rejected - CV Screen,0,7
CAN02323,REQ0027,HR,Non-Executive,bdjobs.com,2022-08-12,CV Screening,Rejected - CV Screen,0,4
CAN02324,REQ0027,HR,Non-Executive,bdjobs.com,2022-07-23,CV Screening,Rejected - CV Screen,0,7
CAN02325,REQ0027,HR,Non-Executive,LinkedIn,2022-07-27,CV Screening,Rejected - CV Screen,0,3
CAN02326,REQ0027,HR,Non-Executive,Walk-in,2022-07-29,CV Screening,Rejected - CV Screen,0,3
CAN02327,REQ0027,HR,Non-Executive,bdjobs.com,2022-08-08,CV Screening,Rejected - CV Screen,0,3
CAN02328,REQ0027,HR,Non-Executive,LinkedIn,2022-08-11,CV Screening,Rejected - CV Screen,0,5
CAN02329,REQ0028,Operations,Non-Executive,Internal Referral,2022-12-24,CV Screening,Rejected - CV Screen,0,3
CAN02330,REQ0028,Operations,Non-Executive,Walk-in,2022-12-22,CV Screening,Rejected - CV Screen,0,5
CAN02331,REQ0028,Operations,Non-Executive,bdjobs.com,2022-12-13,CV Screening,Rejected - CV Screen,0,6
CAN02332,REQ0028,Operations,Non-Executive,bdjobs.com,2022-12-12,CV Screening,Rejected - CV Screen,0,4
CAN02333,REQ0028,Operations,Non-Executive,bdjobs.com,2022-12-19,CV Screening,Rejected - CV Screen,0,3
CAN02334,REQ0028,Operations,Non-Executive,bdjobs.com,2022-12-24,CV Screening,Rejected - CV Screen,0,4
CAN02335,REQ0028,Operations,Non-Executive,Internal Referral,2022-12-22,CV Screening,Rejected - CV Screen,0,10
CAN02336,REQ0028,Operations,Non-Executive,LinkedIn,2022-12-22,CV Screening,Rejected - CV Screen,0,3
CAN02337,REQ0028,Operations,Non-Executive,bdjobs.com,2022-12-21,Written Test,Rejected - Written Test,0,18
CAN02338,REQ0028,Operations,Non-Executive,bdjobs.com,2022-12-22,Written Test,Rejected - Written Test,0,14
CAN02339,REQ0028,Operations,Non-Executive,bdjobs.com,2022-12-25,CV Screening,Rejected - CV Screen,0,8
CAN02340,REQ0028,Operations,Non-Executive,LinkedIn,2022-12-29,CV Screening,Rejected - CV Screen,0,8
CAN02341,REQ0028,Operations,Non-Executive,Internal Referral,2022-12-26,CV Screening,Rejected - CV Screen,0,3
CAN02342,REQ0028,Operations,Non-Executive,bdjobs.com,2022-12-14,CV Screening,Rejected - CV Screen,0,10
CAN02343,REQ0028,Operations,Non-Executive,Internal Referral,2022-12-10,CV Screening,Rejected - CV Screen,0,9
CAN02344,REQ0028,Operations,Non-Executive,Internal Referral,2022-12-27,CV Screening,Rejected - CV Screen,0,5
CAN02345,REQ0028,Operations,Non-Executive,LinkedIn,2022-12-16,CV Screening,Rejected - CV Screen,0,9
CAN02346,REQ0028,Operations,Non-Executive,Internal Referral,2022-12-14,CV Screening,Rejected - CV Screen,0,4
CAN02347,REQ0028,Operations,Non-Executive,LinkedIn,2022-12-10,CV Screening,Rejected - CV Screen,0,5
CAN02348,REQ0028,Operations,Non-Executive,LinkedIn,2022-12-10,CV Screening,Rejected - CV Screen,0,6
CAN02349,REQ0028,Operations,Non-Executive,LinkedIn,2022-12-25,CV Screening,Rejected - CV Screen,0,9
CAN02350,REQ0028,Operations,Non-Executive,bdjobs.com,2022-12-12,Hired,Hired,1,72
CAN02351,REQ0028,Operations,Non-Executive,Internal Referral,2022-12-18,Written Test,Rejected - Written Test,0,17
CAN02352,REQ0028,Operations,Non-Executive,bdjobs.com,2022-12-16,Written Test,Rejected - Written Test,0,15
CAN02353,REQ0028,Operations,Non-Executive,Headhunting Firm,2022-12-16,Hired,Hired,1,73
CAN02354,REQ0028,Operations,Non-Executive,bdjobs.com,2022-12-25,CV Screening,Rejected - CV Screen,0,4
CAN02355,REQ0028,Operations,Non-Executive,Walk-in,2022-12-10,CV Screening,Rejected - CV Screen,0,7
CAN02356,REQ0028,Operations,Non-Executive,bdjobs.com,2022-12-24,Written Test,Rejected - Written Test,0,18
CAN02357,REQ0028,Operations,Non-Executive,Walk-in,2022-12-27,Written Test,Rejected - Written Test,0,13
CAN02358,REQ0028,Operations,Non-Executive,LinkedIn,2022-12-09,CV Screening,Rejected - CV Screen,0,3
CAN02359,REQ0028,Operations,Non-Executive,Walk-in,2022-12-15,Written Test,Rejected - Written Test,0,18
CAN02360,REQ0028,Operations,Non-Executive,bdjobs.com,2022-12-20,CV Screening,Rejected - CV Screen,0,5
CAN02361,REQ0028,Operations,Non-Executive,bdjobs.com,2022-12-12,CV Screening,Rejected - CV Screen,0,9
CAN02362,REQ0028,Operations,Non-Executive,LinkedIn,2022-12-23,CV Screening,Rejected - CV Screen,0,7
CAN02363,REQ0028,Operations,Non-Executive,Walk-in,2022-12-17,CV Screening,Rejected - CV Screen,0,8
CAN02364,REQ0028,Operations,Non-Executive,LinkedIn,2022-12-22,Offer & Approval,Offer Declined,0,50
CAN02365,REQ0028,Operations,Non-Executive,Walk-in,2022-12-26,CV Screening,Rejected - CV Screen,0,8
CAN02366,REQ0028,Operations,Non-Executive,Internal Referral,2022-12-21,CV Screening,Rejected - CV Screen,0,4
CAN02367,REQ0028,Operations,Non-Executive,bdjobs.com,2022-12-17,Interview,Rejected - Interview,0,22
CAN02368,REQ0028,Operations,Non-Executive,bdjobs.com,2022-12-10,CV Screening,Rejected - CV Screen,0,3
CAN02369,REQ0028,Operations,Non-Executive,LinkedIn,2022-12-16,CV Screening,Rejected - CV Screen,0,3
CAN02370,REQ0028,Operations,Non-Executive,bdjobs.com,2022-12-10,CV Screening,Rejected - CV Screen,0,7
CAN02371,REQ0028,Operations,Non-Executive,bdjobs.com,2022-12-29,CV Screening,Rejected - CV Screen,0,9
CAN02372,REQ0028,Operations,Non-Executive,bdjobs.com,2022-12-22,CV Screening,Rejected - CV Screen,0,3
CAN02373,REQ0028,Operations,Non-Executive,bdjobs.com,2022-12-20,CV Screening,Rejected - CV Screen,0,8
CAN02374,REQ0028,Operations,Non-Executive,Headhunting Firm,2022-12-20,Interview,Rejected - Interview,0,34
CAN02375,REQ0028,Operations,Non-Executive,bdjobs.com,2022-12-29,CV Screening,Rejected - CV Screen,0,7
CAN02376,REQ0028,Operations,Non-Executive,LinkedIn,2022-12-23,CV Screening,Rejected - CV Screen,0,5
CAN02377,REQ0028,Operations,Non-Executive,LinkedIn,2022-12-20,CV Screening,Rejected - CV Screen,0,5
CAN02378,REQ0028,Operations,Non-Executive,bdjobs.com,2022-12-13,CV Screening,Rejected - CV Screen,0,5
CAN02379,REQ0028,Operations,Non-Executive,bdjobs.com,2022-12-10,CV Screening,Rejected - CV Screen,0,6
CAN02380,REQ0028,Operations,Non-Executive,bdjobs.com,2022-12-19,CV Screening,Rejected - CV Screen,0,10
CAN02381,REQ0028,Operations,Non-Executive,Internal Referral,2022-12-25,CV Screening,Rejected - CV Screen,0,7
CAN02382,REQ0028,Operations,Non-Executive,LinkedIn,2022-12-23,CV Screening,Rejected - CV Screen,0,9
CAN02383,REQ0028,Operations,Non-Executive,Internal Referral,2022-12-17,CV Screening,Rejected - CV Screen,0,9
CAN02384,REQ0028,Operations,Non-Executive,LinkedIn,2022-12-26,CV Screening,Rejected - CV Screen,0,5
CAN02385,REQ0028,Operations,Non-Executive,LinkedIn,2022-12-17,Hired,Hired,1,71
CAN02386,REQ0028,Operations,Non-Executive,LinkedIn,2022-12-21,CV Screening,Rejected - CV Screen,0,5
CAN02387,REQ0028,Operations,Non-Executive,LinkedIn,2022-12-28,CV Screening,Rejected - CV Screen,0,6
CAN02388,REQ0028,Operations,Non-Executive,bdjobs.com,2022-12-21,CV Screening,Rejected - CV Screen,0,9
CAN02389,REQ0028,Operations,Non-Executive,LinkedIn,2022-12-16,CV Screening,Rejected - CV Screen,0,6
CAN02390,REQ0028,Operations,Non-Executive,Walk-in,2022-12-28,CV Screening,Rejected - CV Screen,0,5
CAN02391,REQ0028,Operations,Non-Executive,bdjobs.com,2022-12-20,CV Screening,Rejected - CV Screen,0,10
CAN02392,REQ0028,Operations,Non-Executive,bdjobs.com,2022-12-10,CV Screening,Rejected - CV Screen,0,7
CAN02393,REQ0028,Operations,Non-Executive,bdjobs.com,2022-12-23,CV Screening,Rejected - CV Screen,0,3
CAN02394,REQ0028,Operations,Non-Executive,Internal Referral,2022-12-26,CV Screening,Rejected - CV Screen,0,9
CAN02395,REQ0028,Operations,Non-Executive,Internal Referral,2022-12-12,CV Screening,Rejected - CV Screen,0,6
CAN02396,REQ0028,Operations,Non-Executive,bdjobs.com,2022-12-20,CV Screening,Rejected - CV Screen,0,9
CAN02397,REQ0028,Operations,Non-Executive,Internal Referral,2022-12-17,CV Screening,Rejected - CV Screen,0,10
CAN02398,REQ0028,Operations,Non-Executive,Internal Referral,2022-12-20,CV Screening,Rejected - CV Screen,0,8
CAN02399,REQ0028,Operations,Non-Executive,LinkedIn,2022-12-21,CV Screening,Rejected - CV Screen,0,3
CAN02400,REQ0028,Operations,Non-Executive,bdjobs.com,2022-12-12,Written Test,Rejected - Written Test,0,12
CAN02401,REQ0028,Operations,Non-Executive,LinkedIn,2022-12-19,CV Screening,Rejected - CV Screen,0,10
CAN02402,REQ0028,Operations,Non-Executive,Internal Referral,2022-12-12,Written Test,Rejected - Written Test,0,15
CAN02403,REQ0028,Operations,Non-Executive,Walk-in,2022-12-10,CV Screening,Rejected - CV Screen,0,10
CAN02404,REQ0028,Operations,Non-Executive,bdjobs.com,2022-12-24,CV Screening,Rejected - CV Screen,0,10
CAN02405,REQ0028,Operations,Non-Executive,bdjobs.com,2022-12-13,CV Screening,Rejected - CV Screen,0,8
CAN02406,REQ0028,Operations,Non-Executive,LinkedIn,2022-12-10,Written Test,Rejected - Written Test,0,23
CAN02407,REQ0028,Operations,Non-Executive,bdjobs.com,2022-12-19,CV Screening,Rejected - CV Screen,0,4
CAN02408,REQ0028,Operations,Non-Executive,Internal Referral,2022-12-10,CV Screening,Rejected - CV Screen,0,5
CAN02409,REQ0028,Operations,Non-Executive,LinkedIn,2022-12-19,CV Screening,Rejected - CV Screen,0,3
CAN02410,REQ0028,Operations,Non-Executive,LinkedIn,2022-12-11,CV Screening,Rejected - CV Screen,0,7
CAN02411,REQ0028,Operations,Non-Executive,bdjobs.com,2022-12-23,Interview,Withdrew,0,27
CAN02412,REQ0028,Operations,Non-Executive,Walk-in,2022-12-14,Written Test,Rejected - Written Test,0,14
CAN02413,REQ0028,Operations,Non-Executive,Walk-in,2022-12-29,Interview,Rejected - Interview,0,19
CAN02414,REQ0028,Operations,Non-Executive,LinkedIn,2022-12-16,Interview,Rejected - Interview,0,31
CAN02415,REQ0028,Operations,Non-Executive,Internal Referral,2022-12-20,CV Screening,Rejected - CV Screen,0,3
CAN02416,REQ0028,Operations,Non-Executive,bdjobs.com,2022-12-25,CV Screening,Rejected - CV Screen,0,8
CAN02417,REQ0028,Operations,Non-Executive,bdjobs.com,2022-12-24,CV Screening,Rejected - CV Screen,0,6
CAN02418,REQ0028,Operations,Non-Executive,bdjobs.com,2022-12-15,CV Screening,Rejected - CV Screen,0,5
CAN02419,REQ0028,Operations,Non-Executive,bdjobs.com,2022-12-10,CV Screening,Rejected - CV Screen,0,9
CAN02420,REQ0028,Operations,Non-Executive,bdjobs.com,2022-12-16,CV Screening,Rejected - CV Screen,0,4
CAN02421,REQ0028,Operations,Non-Executive,LinkedIn,2022-12-25,CV Screening,Rejected - CV Screen,0,4
CAN02422,REQ0028,Operations,Non-Executive,Walk-in,2022-12-28,Offer & Approval,Offer Declined,0,35
CAN02423,REQ0028,Operations,Non-Executive,Internal Referral,2022-12-22,Written Test,Rejected - Written Test,0,18
CAN02424,REQ0028,Operations,Non-Executive,bdjobs.com,2022-12-29,CV Screening,Rejected - CV Screen,0,4
CAN02425,REQ0028,Operations,Non-Executive,bdjobs.com,2022-12-20,CV Screening,Rejected - CV Screen,0,4
CAN02426,REQ0028,Operations,Non-Executive,LinkedIn,2022-12-25,CV Screening,Rejected - CV Screen,0,10
CAN02427,REQ0028,Operations,Non-Executive,bdjobs.com,2022-12-09,CV Screening,Rejected - CV Screen,0,6
CAN02428,REQ0028,Operations,Non-Executive,bdjobs.com,2022-12-12,Written Test,Rejected - Written Test,0,24
CAN02429,REQ0028,Operations,Non-Executive,LinkedIn,2022-12-29,Hired,Hired,1,53
CAN02430,REQ0028,Operations,Non-Executive,bdjobs.com,2022-12-20,CV Screening,Rejected - CV Screen,0,10
CAN02431,REQ0028,Operations,Non-Executive,bdjobs.com,2022-12-11,CV Screening,Rejected - CV Screen,0,10
CAN02432,REQ0028,Operations,Non-Executive,Headhunting Firm,2022-12-16,CV Screening,Rejected - CV Screen,0,8
CAN02433,REQ0028,Operations,Non-Executive,bdjobs.com,2022-12-10,CV Screening,Rejected - CV Screen,0,9
CAN02434,REQ0028,Operations,Non-Executive,bdjobs.com,2022-12-27,CV Screening,Rejected - CV Screen,0,3
CAN02435,REQ0028,Operations,Non-Executive,bdjobs.com,2022-12-22,CV Screening,Rejected - CV Screen,0,5
CAN02436,REQ0028,Operations,Non-Executive,bdjobs.com,2022-12-13,Interview,Rejected - Interview,0,26
CAN02437,REQ0028,Operations,Non-Executive,Walk-in,2022-12-10,CV Screening,Rejected - CV Screen,0,5
CAN02438,REQ0028,Operations,Non-Executive,bdjobs.com,2022-12-20,CV Screening,Rejected - CV Screen,0,5
CAN02439,REQ0028,Operations,Non-Executive,LinkedIn,2022-12-13,Hired,Hired,1,57
CAN02440,REQ0029,Product,Executive,LinkedIn,2023-03-15,CV Screening,Rejected - CV Screen,0,7
CAN02441,REQ0029,Product,Executive,bdjobs.com,2023-03-12,Hired,Hired,1,82
CAN02442,REQ0029,Product,Executive,bdjobs.com,2023-03-18,CV Screening,Rejected - CV Screen,0,3
CAN02443,REQ0029,Product,Executive,bdjobs.com,2023-03-19,CV Screening,Rejected - CV Screen,0,7
CAN02444,REQ0029,Product,Executive,LinkedIn,2023-03-29,CV Screening,Rejected - CV Screen,0,8
CAN02445,REQ0029,Product,Executive,bdjobs.com,2023-03-25,CV Screening,Rejected - CV Screen,0,3
CAN02446,REQ0029,Product,Executive,LinkedIn,2023-03-24,CV Screening,Rejected - CV Screen,0,9
CAN02447,REQ0029,Product,Executive,bdjobs.com,2023-03-27,CV Screening,Rejected - CV Screen,0,7
CAN02448,REQ0029,Product,Executive,LinkedIn,2023-03-26,Interview,Rejected - Interview,0,29
CAN02449,REQ0029,Product,Executive,Internal Referral,2023-03-30,CV Screening,Rejected - CV Screen,0,9
CAN02450,REQ0029,Product,Executive,LinkedIn,2023-03-16,Reference Check,Rejected - Reference,0,45
CAN02451,REQ0029,Product,Executive,LinkedIn,2023-03-27,Reference Check,Rejected - Reference,0,32
CAN02452,REQ0029,Product,Executive,bdjobs.com,2023-03-22,Written Test,Rejected - Written Test,0,18
CAN02453,REQ0029,Product,Executive,LinkedIn,2023-03-15,CV Screening,Rejected - CV Screen,0,5
CAN02454,REQ0029,Product,Executive,Internal Referral,2023-03-31,CV Screening,Rejected - CV Screen,0,7
CAN02455,REQ0029,Product,Executive,bdjobs.com,2023-03-15,CV Screening,Rejected - CV Screen,0,3
CAN02456,REQ0029,Product,Executive,Internal Referral,2023-03-17,CV Screening,Rejected - CV Screen,0,10
CAN02457,REQ0029,Product,Executive,bdjobs.com,2023-03-30,CV Screening,Rejected - CV Screen,0,6
CAN02458,REQ0029,Product,Executive,LinkedIn,2023-03-15,Written Test,Rejected - Written Test,0,16
CAN02459,REQ0029,Product,Executive,Internal Referral,2023-03-25,CV Screening,Rejected - CV Screen,0,5
CAN02460,REQ0029,Product,Executive,LinkedIn,2023-03-16,Written Test,Rejected - Written Test,0,17
CAN02461,REQ0029,Product,Executive,LinkedIn,2023-03-22,Written Test,Rejected - Written Test,0,16
CAN02462,REQ0029,Product,Executive,LinkedIn,2023-03-26,CV Screening,Rejected - CV Screen,0,10
CAN02463,REQ0029,Product,Executive,Walk-in,2023-03-28,CV Screening,Rejected - CV Screen,0,9
CAN02464,REQ0029,Product,Executive,bdjobs.com,2023-03-12,CV Screening,Rejected - CV Screen,0,9
CAN02465,REQ0029,Product,Executive,bdjobs.com,2023-03-23,CV Screening,Rejected - CV Screen,0,9
CAN02466,REQ0029,Product,Executive,bdjobs.com,2023-03-31,CV Screening,Rejected - CV Screen,0,6
CAN02467,REQ0029,Product,Executive,LinkedIn,2023-03-24,CV Screening,Rejected - CV Screen,0,4
CAN02468,REQ0029,Product,Executive,bdjobs.com,2023-03-26,CV Screening,Rejected - CV Screen,0,4
CAN02469,REQ0029,Product,Executive,bdjobs.com,2023-03-27,Written Test,Rejected - Written Test,0,18
CAN02470,REQ0029,Product,Executive,Internal Referral,2023-03-24,Written Test,Rejected - Written Test,0,10
CAN02471,REQ0029,Product,Executive,Internal Referral,2023-03-13,CV Screening,Rejected - CV Screen,0,4
CAN02472,REQ0029,Product,Executive,bdjobs.com,2023-03-15,Written Test,Rejected - Written Test,0,18
CAN02473,REQ0029,Product,Executive,Internal Referral,2023-03-13,CV Screening,Rejected - CV Screen,0,6
CAN02474,REQ0029,Product,Executive,Headhunting Firm,2023-03-25,CV Screening,Rejected - CV Screen,0,5
CAN02475,REQ0029,Product,Executive,bdjobs.com,2023-03-18,Hired,Hired,1,76
CAN02476,REQ0029,Product,Executive,Walk-in,2023-03-30,CV Screening,Rejected - CV Screen,0,5
CAN02477,REQ0029,Product,Executive,bdjobs.com,2023-03-25,CV Screening,Rejected - CV Screen,0,9
CAN02478,REQ0029,Product,Executive,bdjobs.com,2023-03-20,Interview,Rejected - Interview,0,37
CAN02479,REQ0030,Operations,Executive,Walk-in,2022-08-04,CV Screening,Rejected - CV Screen,0,4
